,Share Code,Share Name,Market Code,Market Name,매출액,영업이익,영업이익(발표기준),세전계속사업이익,당기순이익,  당기순이익(지배),  당기순이익(비지배),자산총계,부채총계,자본총계,  자본총계(지배),  자본총계(비지배),자본금,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,CAPEX,FCF,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,자본유보율,EPS(원),PER(배),BPS(원),PBR(배),현금DPS(원),현금배당수익률,현금배당성향(%),발행주식수(보통주)
2019/12,210540,디와이파워 ,138,기계,3435,259,259,256,191,191,,2626,956,1670,1670,,55,500,-160,-181,112,388,334,7.55,5.56,12.03,7.32,57.22,2938.28,1728,5.84,15137,0.67,200,1.98,11.57,11041708
2015/12,104460,디와이피엔에프 *,138,기계,802,31,31,27,15,25,-10,943,370,574,573,0,54,69,-33,-2,9,61,116,3.84,1.90,4.41,1.71,64.43,1044.79,233,28.84,5641,1.19,120,1.78,48.79,10713625
2016/12,104460,디와이피엔에프 *,138,기계,923,16,16,-3,-4,4,-8,1011,445,566,579,-13,54,14,40,-38,5,9,91,1.76,-0.39,0.69,-0.37,78.58,1055.09,37,135.55,5696,0.88,100,2.00,257.43,10713625
2017/12,104460,디와이피엔에프 *,138,기계,954,24,24,-31,-28,-26,-2,938,411,527,535,-8,54,27,3,-15,8,19,86,2.55,-2.98,-4.73,-2.92,77.84,974.03,-246,N/A,5268,0.68,0,0.00,0.00,10713625
2018/12,104460,디와이피엔에프 *,138,기계,1121,134,134,137,100,104,-4,1331,855,477,489,,54,86,-169,64,154,-68,175,11.95,8.94,20.26,8.83,179.38,932.10,969,5.08,5115,0.96,150,3.05,13.82,10713625
2019/12,104460,디와이피엔에프 *,138,기계,1656,283,283,270,211,211,-1,1583,910,673,686,,54,228,-89,-57,48,180,137,17.11,12.73,36.00,14.46,135.23,1304.16,1974,5.98,7176,1.64,350,2.97,15.82,10713625
2015/12,079810,디이엔티 *,199,디스플레이장비및부품,480,28,28,37,37,37,,412,153,259,259,,42,8,-59,64,1,6,68,5.92,7.73,15.37,11.13,59.26,540.15,446,8.49,3265,1.16,0,0.00,0.00,8300000
2016/12,079810,디이엔티 *,199,디스플레이장비및부품,455,-60,-60,-59,-60,-60,,606,397,209,209,,42,-161,-24,145,104,-265,217,-13.18,-13.10,-25.51,-11.71,190.27,417.43,-718,N/A,2633,3.58,0,0.00,0.00,8300000
2017/12,079810,디이엔티 *,199,디스플레이장비및부품,1768,23,23,31,31,31,,745,462,282,282,,45,71,-134,137,153,-83,313,1.32,1.74,12.53,4.56,163.69,542.42,345,12.37,3282,1.30,0,0.00,0.00,8979530
2018/12,079810,디이엔티 *,199,디스플레이장비및부품,750,-119,-119,-105,-113,-113,,600,424,177,177,,45,-115,14,26,15,-130,335,-15.91,-15.12,-49.34,-16.85,239.45,250.52,-1262,N/A,2022,0.97,0,0.00,0.00,8979530
2019/12,079810,디이엔티 *,199,디스플레이장비및부품,297,-65,-65,-71,-72,-72,,460,279,181,181,,62,-11,57,-67,5,-16,215,-21.75,-24.11,-39.95,-13.49,154.02,187.13,-750,N/A,1497,2.24,0,0.00,0.00,12335928
2015/12,227100,디자인 *,207,핸드셋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,952000
2016/12,227100,디자인 *,207,핸드셋,231,39,39,39,31,31,,123,67,56,56,,10,5,-44,40,1,3,53,16.86,13.57,,,119.52,473.14,3001,,2484,0.00,0,,0.00,1952000
2017/12,227100,디자인 *,207,핸드셋,305,32,32,27,22,22,,145,67,78,78,,10,-33,39,-1,0,-33,56,10.37,7.30,33.20,16.61,85.77,701.13,988,,3469,0.00,0,,0.00,1952000
2018/12,227100,디자인 *,207,핸드셋,314,5,5,6,4,4,,199,45,154,154,,13,-27,-12,39,3,-30,24,1.49,1.20,3.24,2.18,29.29,1053.15,163,60.49,5787,1.70,0,0.00,0.00,2660910
2019/12,227100,디자인 *,207,핸드셋,218,-41,-41,-42,-34,-34,,247,125,122,122,,13,-55,-10,66,10,-65,84,-18.89,-15.40,-24.30,-15.05,102.01,800.84,-1262,N/A,4597,1.78,0,0.00,0.00,2660910
2015/12,113810,디젠스 *,36,자동차부품,1032,38,38,18,18,18,,963,680,284,284,,97,41,-61,30,45,-3,432,3.65,1.77,6.69,1.93,239.84,186.71,85,16.28,1309,1.06,22,1.62,26.65,21650538
2016/12,113810,디젠스 *,36,자동차부품,1199,47,47,35,22,22,,1015,684,330,330,,108,110,-64,-47,96,13,353,3.95,1.80,7.04,2.19,207.16,205.41,95,18.22,1372,1.26,0,0.00,0.00,24070205
2017/12,113810,디젠스 *,36,자동차부품,1077,-16,-16,-57,-71,-71,-1,873,686,187,183,5,108,66,-42,-1,67,-1,334,-1.47,-6.62,-27.56,-7.55,365.90,79.60,-294,N/A,759,1.92,0,0.00,0.00,24070205
2018/12,113810,디젠스 *,36,자동차부품,950,-21,-21,-58,-98,-99,1,784,558,226,220,,163,-36,-2,79,32,-68,300,-2.20,-10.29,-49.06,-11.80,246.40,35.64,-347,N/A,676,0.78,,,0.00,32628051
2019/12,113810,디젠스 *,36,자동차부품,793,-23,-23,-24,-30,-30,,791,596,195,195,,163,51,-24,-39,22,29,317,-2.93,-3.72,-14.22,-3.75,305.75,19.95,-91,N/A,597,0.98,,,0.00,32628051
2015/12,043360,디지아이 *,203,컴퓨터와주변기기,223,-21,-24,-10,-2,-2,0,563,51,512,512,,45,-8,23,-8,5,-12,4,-9.47,-1.08,-0.47,-0.43,9.93,1051.74,-27,N/A,5760,0.59,50,1.46,-183.97,9000000
2016/12,043360,디지아이 *,203,컴퓨터와주변기기,190,-17,-17,-12,-22,-22,,526,40,486,486,,45,0,-6,-5,18,-18,4,-8.77,-11.75,-4.47,-4.10,8.27,992.29,-248,N/A,5459,0.89,50,1.03,-19.94,9000000
2017/12,043360,디지아이 *,203,컴퓨터와주변기기,248,5,5,1,5,5,,526,39,487,487,,45,13,-8,-5,4,9,3,2.18,2.19,1.11,1.03,8.00,994.42,60,53.49,5473,0.59,50,1.56,82.23,9000000
2018/12,043360,디지아이 *,203,컴퓨터와주변기기,211,-15,-15,-7,-6,-6,,514,40,474,474,,45,2,7,-8,4,-2,0,-7.12,-2.81,-1.23,-1.14,8.35,971.39,-66,N/A,5330,0.48,,,0.00,9000000
2019/12,043360,디지아이 *,203,컴퓨터와주변기기,154,-33,-33,-28,-34,-34,,488,32,456,456,,45,-2,4,0,1,-4,0,-21.47,-21.90,-7.24,-6.72,7.03,926.28,-374,N/A,5123,0.54,,,,9000000
2015/12,197140,디지캡 *,33,소프트웨어,110,12,12,11,10,10,,124,37,87,87,,16,-1,-20,-37,10,-11,,10.49,9.09,10.02,7.10,42.95,677.12,162,15.14,1554,1.58,0,0.00,0.00,6168239
2016/12,197140,디지캡 *,33,소프트웨어,112,6,6,8,8,8,,171,76,95,95,,16,9,-44,33,41,-33,33,5.35,6.74,8.30,5.12,79.67,716.21,123,13.98,1706,1.00,0,0.00,0.00,6168239
2017/12,197140,디지캡 *,33,소프트웨어,163,25,25,23,20,20,,294,134,160,160,,16,34,-77,55,75,-41,89,15.19,12.54,16.00,8.79,83.24,850.84,332,7.85,2870,0.91,0,0.00,0.00,6168239
2018/12,197140,디지캡 *,33,소프트웨어,180,15,15,10,11,11,,369,120,249,249,,35,29,-98,47,2,27,61,8.51,6.28,5.53,3.41,48.27,529.70,176,21.45,3841,0.99,0,0.00,0.00,6906676
2019/12,197140,디지캡 *,33,소프트웨어,239,7,7,8,12,13,-1,488,189,299,291,,37,22,-58,82,6,16,136,2.85,4.94,,,63.35,594.65,174,22.24,4171,0.93,70,1.80,38.27,7391722
2015/12,106520,디지탈옵틱 *,207,핸드셋,707,-132,-132,-156,-122,-120,-2,1618,751,867,791,77,86,-61,-147,385,72,-133,528,-18.68,-17.24,-17.89,-9.17,86.61,857.95,-925,N/A,4679,2.18,0,0.00,0.00,17257132
2016/12,106520,디지탈옵틱 *,207,핸드셋,637,-228,-228,-486,-487,-479,-8,1241,561,680,600,79,103,-119,-154,200,82,-202,398,-35.87,-76.46,-68.88,-34.05,82.53,503.76,-2386,N/A,2904,1.24,0,0.00,0.00,20674616
2017/12,106520,디지탈옵틱 *,207,핸드셋,603,-162,-162,-288,-261,-242,-19,1182,576,605,568,37,172,-183,-47,211,55,-238,391,-26.84,-43.25,-41.36,-21.54,95.18,284.73,-952,N/A,1655,0.89,0,0.00,0.00,34342127
2018/12,106520,디지탈옵틱 *,207,핸드셋,644,-177,-177,-413,-426,-398,-27,1089,731,358,353,5,252,-78,-87,46,23,-101,430,-27.51,-66.14,-86.50,-37.48,204.16,74.80,-919,N/A,699,1.15,0,0.00,0.00,50495842
2019/12,106520,디지탈옵틱 *,207,핸드셋,753,-16,-16,-169,-140,-110,-30,1064,571,493,479,14,457,10,-83,46,92,-82,320,-2.11,-18.56,-26.37,-12.98,115.83,25.16,-166,N/A,524,1.46,0,0.00,0.00,91462617
2015/12,068930,디지털대성 *,201,교육서비스,602,60,60,66,54,52,2,923,300,624,610,14,111,70,-21,-36,9,61,86,9.92,8.91,,,48.05,470.85,236,13.96,3203,1.03,160,4.86,58.53,22144723
2016/12,068930,디지털대성 *,201,교육서비스,835,79,79,87,80,70,10,946,271,675,646,29,111,141,-50,-45,7,134,70,9.46,9.56,11.14,8.54,40.08,502.17,316,12.67,3371,1.19,160,4.00,43.85,22225973
2017/12,068930,디지털대성 *,201,교육서비스,898,100,100,105,83,72,10,1046,304,742,694,48,112,118,-65,-57,8,110,40,11.14,9.20,10.78,8.29,41.00,541.06,325,12.12,3590,1.10,200,5.08,53.47,22368473
2018/12,068930,디지털대성 *,201,교육서비스,1069,126,126,124,99,58,40,1122,351,771,683,,112,205,-62,-87,17,187,20,11.79,9.22,8.48,9.09,45.52,556.28,260,17.16,3642,1.23,200,4.48,64.24,22444723
2019/12,068930,디지털대성 *,201,교육서비스,1406,211,211,241,190,149,41,1425,480,945,833,,113,292,-237,-27,16,275,65,15.00,13.50,19.70,14.91,50.76,710.61,662,11.77,4295,1.82,300,3.85,39.01,22557223
2015/12,033130,디지틀조선 *,166,출판,351,37,37,40,50,50,0,697,73,623,623,0,186,54,-54,-15,15,40,,10.59,14.26,8.25,7.44,11.73,235.72,135,42.35,1678,3.40,40,0.70,29.72,37115267
2016/12,033130,디지틀조선 *,166,출판,391,46,46,54,47,47,0,718,63,655,655,0,186,71,-56,-15,1,70,,11.85,11.90,7.28,6.58,9.61,252.79,125,23.61,1764,1.68,40,1.35,31.91,37115267
2017/12,033130,디지틀조선 *,166,출판,395,54,54,63,53,53,0,772,75,696,693,4,186,69,-39,-15,1,68,0,13.76,13.41,7.85,7.12,10.81,273.29,142,14.46,1866,1.10,40,1.94,28.07,37115267
2018/12,033130,디지틀조선 *,166,출판,397,64,64,73,51,52,0,806,70,736,733,,186,55,-18,-15,3,52,0,16.04,12.95,7.24,6.51,9.53,296.54,139,13.84,1974,0.98,40,2.08,28.76,37115267
2019/12,033130,디지틀조선 *,166,출판,338,29,29,44,35,34,1,859,86,773,768,,186,60,-17,-35,2,58,22,8.68,10.23,4.54,4.16,11.13,306.91,92,23.68,2070,1.05,30,1.38,32.66,37115267
2015/12,105740,디케이락 *,138,기계,543,45,45,47,40,40,,971,210,761,761,,39,-24,-15,-41,17,-41,71,8.32,7.41,5.37,4.12,27.61,1832.58,512,11.07,9684,0.59,150,2.65,29.28,7855554
2016/12,105740,디케이락 *,138,기계,520,27,27,30,26,26,,977,202,775,775,,39,87,-10,-15,14,73,72,5.12,5.01,3.39,2.67,26.09,1868.23,332,16.86,9863,0.57,100,1.79,30.16,7855554
2017/12,105740,디케이락 *,138,기계,536,18,18,4,5,5,,995,224,771,771,,39,31,-33,14,21,10,94,3.35,0.91,0.63,0.49,29.03,1858.62,62,77.80,9820,0.49,100,2.08,161.75,7855554
2018/12,105740,디케이락 *,138,기계,665,59,59,65,56,56,,1093,245,847,847,,41,59,-103,-11,82,-24,73,8.84,8.42,6.92,5.36,28.97,1947.60,685,13.71,10291,0.91,150,1.60,22.05,8232912
2019/12,105740,디케이락 *,138,기계,744,98,98,97,85,85,,1237,308,929,929,,42,29,-61,50,38,-8,122,13.23,11.43,9.57,7.29,33.18,2099.09,1027,9.34,10995,0.87,200,2.08,19.89,8449912
2015/12,263020,디케이앤디 *,134,"섬유,의류,신발,호화품",283,11,11,2,-2,-2,,245,104,141,141,,16,-1,-21,-10,0,-1,70,4.01,-0.53,-1.07,-0.63,74.09,834.52,-49,,4537,0.00,0,,0.00,3100000
2016/12,263020,디케이앤디 *,134,"섬유,의류,신발,호화품",482,26,26,-2,-3,-3,,520,238,282,282,,25,23,6,2,5,18,141,5.42,-0.60,,,84.54,1024.57,-72,,5565,0.00,0,,0.00,5066776
2017/12,263020,디케이앤디 *,134,"섬유,의류,신발,호화품",521,38,38,24,16,16,,503,134,368,368,,32,39,-14,-12,9,30,71,7.20,3.00,4.80,3.05,36.45,1002.53,289,,5769,0.00,0,,0.00,6387025
2018/12,263020,디케이앤디 *,134,"섬유,의류,신발,호화품",548,37,37,43,37,37,,590,109,481,481,,38,25,-18,38,8,16,38,6.73,6.81,8.78,6.83,22.59,1118.68,569,7.59,6268,0.69,,,0.00,7681025
2019/12,263020,디케이앤디 *,134,"섬유,의류,신발,호화품",598,30,30,34,28,28,,621,106,515,515,,39,18,-40,-20,18,0,23,4.94,4.73,5.68,4.67,20.67,1187.85,365,15.88,6629,0.87,,,0.00,7763202
2015/12,290550,디케이티 *,207,핸드셋,545,1,1,6,4,4,,238,213,26,26,,24,-21,-1,24,1,-21,35,0.20,0.73,,,832.92,6.37,83,,532,0.00,0,,0.00,4800000
2016/12,290550,디케이티 *,207,핸드셋,848,-1,-1,5,5,5,,218,187,31,31,,24,76,-37,-35,1,75,,-0.06,0.57,17.10,2.12,605.48,26.48,101,,644,0.00,0,,0.00,4800000
2017/12,290550,디케이티 *,207,핸드셋,2788,141,141,134,109,109,,871,728,143,143,,24,173,-91,43,118,55,152,5.05,3.90,125.16,16.30,507.85,531.80,2220,,2389,0.00,0,,0.00,4800000
2018/12,290550,디케이티 *,207,핸드셋,2402,87,87,-2,-17,-17,,718,434,284,284,,34,3,-35,77,34,-31,88,3.61,-0.70,-7.87,-2.11,152.86,733.08,-276,N/A,3516,4.01,,,0.00,6879982
2019/12,290550,디케이티 *,207,핸드셋,3377,129,129,108,79,79,,1145,562,583,583,,41,96,-82,-1,81,15,55,3.82,2.35,18.32,8.53,96.33,1310.29,965,14.30,7085,1.95,,,0.00,8231333
2015/12,007340,디티알오토모티브 ,36,자동차부품,9105,849,849,935,747,727,19,10645,3391,7254,7150,104,119,1147,-1227,-52,418,729,1614,9.33,8.20,10.72,7.33,46.74,5946.31,3066,11.17,34504,0.99,250,0.73,7.12,23727020
2016/12,007340,디티알오토모티브 ,36,자동차부품,7957,652,922,785,840,800,40,11155,3251,7905,7767,138,119,1361,-739,-230,486,875,1432,8.20,10.55,10.73,7.70,41.12,6564.42,3372,10.62,37478,0.96,350,0.98,9.06,23727020
2017/12,007340,디티알오토모티브 ,36,자동차부품,8779,595,595,510,535,494,41,7786,2658,5128,4941,187,50,798,-451,-509,402,395,923,6.78,6.09,7.77,5.65,51.84,15751.13,2199,14.53,56602,0.56,700,2.19,1.24,9994005
2018/12,007340,디티알오토모티브 ,36,자동차부품,9085,717,717,788,585,558,27,8708,3072,5635,5425,,50,742,-494,363,466,276,1346,7.89,6.44,10.76,7.09,54.52,16701.48,5581,5.73,62158,0.51,1000,3.13,15.65,9994005
2019/12,007340,디티알오토모티브 ,36,자동차부품,9298,802,802,877,683,658,25,9117,2856,6261,6020,,50,905,-939,-294,622,283,1199,8.63,7.34,11.50,7.66,45.62,17827.03,6584,4.46,68983,0.43,1500,5.11,19.90,9994005
2015/12,187220,디티앤씨 *,197,전자장비와기기,318,28,28,27,36,36,0,935,259,677,675,2,49,-17,-258,64,216,-233,203,8.88,11.31,,,38.22,1270.23,370,49.78,6845,2.69,0,0.00,0.00,9854054
2016/12,187220,디티앤씨 *,197,전자장비와기기,404,31,31,22,24,24,0,1107,399,708,705,3,49,4,-146,122,114,-110,315,7.58,5.96,3.45,2.36,56.32,1336.01,242,38.42,7158,1.30,0,0.00,0.00,9854054
2017/12,187220,디티앤씨 *,197,전자장비와기기,498,56,56,42,41,38,3,1226,478,748,742,6,49,74,-148,67,163,-88,387,11.17,8.21,5.27,3.51,63.91,1413.47,387,22.03,7531,1.13,0,0.00,0.00,9854054
2018/12,187220,디티앤씨 *,197,전자장비와기기,596,40,40,18,17,15,2,1514,736,779,768,,49,62,-272,220,273,-211,599,6.74,2.80,1.98,1.22,94.46,1467.00,151,54.21,7792,1.05,0,0.00,0.00,9854054
2019/12,187220,디티앤씨 *,197,전자장비와기기,738,4,4,-24,-42,-36,-6,1798,946,852,847,,55,110,-272,234,252,-142,758,0.48,-5.76,-4.49,-2.57,111.10,1438.94,-345,N/A,7738,0.93,0,0.00,0.00,10951507
2015/12,026890,디피씨 ,221,전기제품,1334,120,120,167,142,138,4,1755,458,1296,1275,21,208,171,-142,-58,10,160,237,8.97,10.63,11.50,8.26,35.36,535.49,332,12.96,3426,1.26,50,1.16,13.46,41678175
2016/12,026890,디피씨 ,221,전기제품,1337,154,162,172,125,120,6,1878,518,1360,1338,22,208,92,-87,-2,9,83,254,11.50,9.38,9.16,6.90,38.07,589.97,287,12.81,3596,1.02,70,1.90,21.76,41678175
2017/12,026890,디피씨 ,221,전기제품,1548,122,122,123,73,70,3,1900,513,1387,1366,21,208,-98,25,32,23,-121,261,7.88,4.70,5.17,3.85,37.00,618.74,168,22.92,3669,1.05,70,1.82,37.32,41678175
2018/12,026890,디피씨 ,221,전기제품,1577,133,133,152,116,113,3,1937,460,1476,1455,,208,92,65,-81,10,82,209,8.44,7.36,7.99,6.05,31.19,659.67,270,21.11,3908,1.46,70,1.23,23.11,41678175
2019/12,026890,디피씨 ,221,전기제품,1654,140,140,145,111,107,4,2209,644,1565,1544,,208,-124,132,40,10,-134,328,8.48,6.71,7.12,5.35,41.14,697.95,256,20.20,4149,1.25,80,1.55,27.91,41678175
2015/12,131180,딜리 *,203,컴퓨터와주변기기,425,51,51,67,56,56,0,606,75,531,531,0,29,53,-55,19,42,11,36,12.08,13.28,11.07,10.01,14.22,1724.36,192,14.87,1833,1.56,60,2.10,30.79,29350000
2016/12,131180,딜리 *,203,컴퓨터와주변기기,386,37,37,48,41,41,0,583,28,555,555,0,29,12,33,-53,10,2,0,9.69,10.70,7.62,6.96,5.01,1806.09,141,16.39,1916,1.21,50,2.16,35.00,29350000
2017/12,131180,딜리 *,203,컴퓨터와주변기기,509,25,25,22,25,26,0,614,47,566,567,0,29,50,-49,-15,9,42,0,4.85,4.99,4.55,4.25,8.34,1843.67,87,28.65,1956,1.27,50,2.01,56.76,29350000
2018/12,131180,딜리 *,203,컴퓨터와주변기기,438,1,1,26,26,26,0,620,45,575,575,,29,32,14,-14,5,28,3,0.22,5.83,4.52,4.14,7.88,1882.75,88,22.14,1996,0.97,35,1.80,39.17,29350000
2019/12,131180,딜리 *,203,컴퓨터와주변기기,405,8,8,20,21,21,0,638,62,576,576,,29,60,-74,6,71,-11,17,2.01,5.17,3.66,3.32,10.78,1920.18,72,24.98,2031,0.88,40,2.23,53.83,29350000
2015/12,317120,라닉스 *,136,통신장비,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,6000000
2016/12,317120,라닉스 *,136,통신장비,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,6000000
2017/12,317120,라닉스 *,136,통신장비,95,11,11,12,13,13,,95,56,39,39,,3,4,-2,19,1,3,34,11.24,13.36,,,142.33,1203.71,171,,502,0.00,0,,0.00,6000000
2018/12,317120,라닉스 *,136,통신장비,98,8,8,3,7,7,,104,59,45,45,,3,29,-1,1,0,29,37,8.11,6.73,15.70,6.65,130.84,1402.75,85,,579,0.00,0,,0.00,6000000
2019/12,317120,라닉스 *,136,통신장비,90,0,0,-2,-1,-1,,204,27,177,177,,48,1,-141,89,0,0,3,-0.02,-1.46,-1.19,-0.85,15.38,267.78,-16,N/A,1873,3.74,0,0.00,,9435500
2015/12,042510,라온시큐어 *,33,소프트웨어,124,8,8,9,7,7,,162,55,107,107,,159,23,-2,-2,0,23,18,6.11,5.54,6.66,4.45,50.98,7.53,22,155.11,336,10.00,0,0.00,0.00,31809612
2016/12,042510,라온시큐어 *,33,소프트웨어,167,19,19,19,17,17,,166,42,124,124,,159,34,-16,-4,6,27,16,11.46,10.22,14.77,10.42,33.86,18.26,54,48.17,390,6.63,0,0.00,0.00,31809612
2017/12,042510,라온시큐어 *,33,소프트웨어,212,33,33,32,34,34,1,203,44,160,158,2,159,28,-38,-12,1,26,4,15.64,16.17,23.82,18.59,27.34,39.57,106,27.69,497,5.89,0,0.00,0.00,31809612
2018/12,042510,라온시큐어 *,33,소프트웨어,246,40,40,40,38,37,1,274,71,203,195,,159,33,-17,3,6,28,2,16.35,15.38,21.09,15.86,35.16,62.89,117,17.90,613,3.42,0,0.00,0.00,31809612
2019/12,042510,라온시큐어 *,33,소프트웨어,304,21,21,24,25,21,4,511,283,229,217,,159,36,-37,179,9,28,155,6.97,8.32,10.15,6.45,123.65,76.72,66,42.59,682,4.11,0,0.00,0.00,31809612
2015/12,300120,라온피플 *,197,전자장비와기기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,6082400
2016/12,300120,라온피플 *,197,전자장비와기기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,6082400
2017/12,300120,라온피플 *,197,전자장비와기기,191,50,50,48,46,46,,234,38,196,196,,10,53,-82,65,1,52,0,26.43,24.09,,,19.34,1764.96,745,,2426,0.00,0,,0.00,8094200
2018/12,300120,라온피플 *,197,전자장비와기기,218,56,56,66,62,62,,290,31,259,259,,10,62,-45,1,2,60,0,25.89,28.72,27.48,23.86,12.03,2356.63,772,,3194,0.00,0,,0.00,8094200
2019/12,300120,라온피플 *,197,전자장비와기기,308,82,82,88,84,84,,657,29,628,628,,52,47,-302,286,1,46,6,26.66,27.41,19.03,17.82,4.63,1106.11,986,18.87,6090,3.05,150,0.81,18.33,10308756
2015/12,050120,라이브플렉스 *,219,레저용장비와제품,422,-41,-41,-21,-23,7,-30,556,60,497,425,71,182,-28,4,30,3,-31,19,-9.63,-5.47,1.56,-4.11,12.02,132.13,90,,5829,1.38,0,0.00,0.00,7298665
2016/12,050120,라이브플렉스 *,219,레저용장비와제품,343,22,22,217,215,217,-2,1052,335,717,717,,208,12,-230,378,58,-45,298,6.30,62.82,38.07,26.80,46.68,246.27,2732,,8613,0.99,0,0.00,0.00,8324305
2017/12,050120,라이브플렉스 *,219,레저용장비와제품,357,22,22,18,17,17,,1059,331,728,728,,416,23,-68,-13,27,-4,286,6.29,4.86,2.40,1.65,45.42,76.88,209,,8748,1.18,0,0.00,0.00,8324305
2018/12,050120,라이브플렉스 *,219,레저용장비와제품,338,-12,-12,-61,-61,-39,-22,1124,417,707,683,,416,-13,-13,49,5,-18,360,-3.59,-18.13,-5.54,-5.61,58.92,69.24,-470,,8468,0.79,0,0.00,0.00,8324305
2019/12,050120,라이브플렉스 *,219,레저용장비와제품,437,-26,-26,-154,-138,-135,-3,4640,3899,740,554,186,428,756,-186,273,11,745,689,-5.99,-31.50,-21.76,-4.78,526.64,33.39,-1610,,6872,1.24,0,0.00,0.00,8308826
2015/12,171120,라이온켐텍 *,162,건축자재,1151,212,212,219,179,179,,1114,182,932,932,,77,256,-234,18,182,73,66,18.39,15.52,20.72,17.92,19.56,1190.11,945,12.12,5016,2.28,163,1.42,16.88,18893576
2016/12,171120,라이온켐텍 *,162,건축자재,1207,187,187,207,165,165,,1275,208,1067,1067,,77,194,-47,-39,58,136,66,15.52,13.70,16.55,13.84,19.46,1360.36,875,18.92,5743,2.88,163,0.98,18.23,18893576
2017/12,171120,라이온켐텍 *,162,건축자재,1314,80,80,51,38,38,,1253,177,1076,1076,,77,89,-26,-39,17,72,57,6.12,2.88,3.54,3.00,16.41,1370.86,200,59.40,5792,2.06,244,2.05,110.40,18893576
2018/12,171120,라이온켐텍 *,162,건축자재,1379,28,28,25,19,19,,1337,316,1022,1022,,77,52,-220,34,131,-78,154,2.04,1.36,1.79,1.45,30.90,1321.02,100,79.51,5561,1.42,163,2.06,158.11,18893576
2019/12,171120,라이온켐텍 *,162,건축자재,1561,115,115,135,107,107,,1328,238,1090,1090,,92,70,-52,-71,70,0,126,7.39,6.86,10.14,8.03,21.84,1165.47,567,13.68,5936,1.31,146,1.88,24.99,18893576
2015/12,069540,라이트론 *,136,통신장비,297,-50,-50,-46,-44,-44,0,459,99,359,358,1,32,-19,-10,-17,9,-28,50,-16.99,-14.77,-11.57,-8.76,27.63,1071.22,-693,N/A,6114,0.78,0,0.00,0.00,6311824
2016/12,069540,라이트론 *,136,통신장비,415,6,6,12,5,6,-1,609,194,415,415,0,36,-4,-85,101,8,-11,100,1.38,1.27,1.54,0.98,46.76,1096.90,91,76.07,6177,1.12,0,0.00,0.00,7164487
2017/12,069540,라이트론 *,136,통신장비,440,-10,-10,-46,-30,-31,0,755,344,410,410,1,37,-77,-118,187,17,-94,274,-2.30,-6.92,-7.42,-4.46,83.86,1075.57,-418,N/A,6007,0.90,0,0.00,0.00,7447281
2018/12,069540,라이트론 *,136,통신장비,379,-35,-35,-291,-395,-394,-1,894,535,359,360,0,71,45,-397,358,33,12,410,-9.17,-104.23,-102.48,-47.97,148.75,484.54,-3253,N/A,2728,3.26,0,0.00,0.00,14158399
2019/12,069540,라이트론 *,136,통신장비,1128,257,257,20,34,36,-2,794,417,377,379,-3,72,219,92,-20,44,175,344,22.80,3.00,9.78,4.00,110.78,528.97,255,21.24,2870,1.89,0,0.00,0.00,14321820
2015/12,214260,라파스 *,206,화장품,165,49,49,54,44,44,0,324,33,292,291,,34,26,-99,165,43,-16,11,29.90,26.96,,,11.23,763.04,792,,4317,0.00,0,,0.00,6739334
2016/12,214260,라파스 *,206,화장품,94,-8,-8,-2,2,2,0,367,73,294,294,,34,-13,-144,39,41,-54,51,-8.86,2.19,0.84,0.60,24.78,769.65,36,,4360,0.00,0,,0.00,6739334
2017/12,214260,라파스 *,206,화장품,69,-46,-46,-56,-55,-54,-1,348,107,241,237,,34,-16,-25,30,95,-110,77,-65.86,-79.99,-20.34,-15.52,44.19,603.91,-802,,3523,0.00,0,,0.00,6739334
2018/12,214260,라파스 *,206,화장품,101,-38,-38,-42,-42,-38,-4,345,143,202,201,,34,-7,13,25,20,-27,102,-37.94,-42.19,-17.52,-12.23,71.13,494.12,-570,,2987,0.00,0,,0.00,6739334
2019/12,214260,라파스 *,206,화장품,182,-4,-4,-3,2,1,1,629,150,479,478,,42,-28,-271,294,64,-92,121,-2.38,1.01,0.37,0.38,31.20,1044.24,18,1047.37,5733,3.24,0,0.00,0.00,8343416
2015/12,115390,락앤락 ,173,포장재,4071,353,353,247,125,125,0,7565,1165,6399,6398,1,275,722,-150,-490,224,498,736,8.68,3.08,1.97,1.62,18.21,2342.56,228,54.24,11808,1.05,200,1.62,86.54,55000000
2016/12,115390,락앤락 ,173,포장재,4251,602,602,668,470,470,0,7509,789,6720,6716,4,275,830,-21,-629,241,588,217,14.17,11.05,7.16,6.23,11.74,2470.65,854,16.98,12394,1.17,500,3.45,57.68,55000000
2017/12,115390,락앤락 ,173,포장재,4174,516,516,490,349,349,0,7247,858,6389,6385,4,275,351,-432,-107,486,-135,355,12.35,8.37,5.33,4.74,13.42,2497.97,634,42.95,11784,2.31,130,0.48,20.19,55000000
