,Share Code,Share Name,Market Code,Market Name,매출액,영업이익,영업이익(발표기준),세전계속사업이익,당기순이익,  당기순이익(지배),  당기순이익(비지배),자산총계,부채총계,자본총계,  자본총계(지배),  자본총계(비지배),자본금,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,CAPEX,FCF,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,자본유보율,EPS(원),PER(배),BPS(원),PBR(배),현금DPS(원),현금배당수익률,현금배당성향(%),발행주식수(보통주)
2019/12,115390,락앤락 ,173,포장재,1413,103,103,103,49,49,0,7999,1159,6840,6839,,275,250,170,-35,28,223,449,7.32,3.50,2.44,2.13,16.95,2549.78,91,47.33,12620,1.13,0,,0.00,54186600
2020/03,115390,락앤락 ,173,포장재,1001,8,8,41,5,5,0,7959,958,7000,6999,1,275,207,-136,-15,31,177,424,0.79,0.49,1.80,1.54,13.69,2551.57,9,39.72,12916,0.70,0,,0.00,54186600
2020/06,115390,락앤락 ,173,포장재,1181,46,46,44,24,24,0,7928,1034,6894,6892,1,275,182,270,-152,31,151,434,3.88,2.03,1.84,1.59,15.00,2560.31,44,48.35,12959,0.86,0,,0.00,54186600
2020/09,115390,락앤락 ,173,포장재,1342,97,97,95,56,56,0,7983,1127,6856,6854,2,275,24,-15,-107,29,-6,419,7.20,4.18,1.94,1.67,16.44,2541.74,103,43.61,12931,0.84,0,,0.00,54186600
2019/09,171010,램테크놀러지 *,202,반도체와반도체장비,122,16,16,12,12,12,,520,288,231,231,,58,-18,-1,13,0,-18,264,12.98,9.88,20.11,8.34,124.56,302.39,104,17.25,2000,3.15,0,,0.00,11571530
2019/12,171010,램테크놀러지 *,202,반도체와반도체장비,113,1,1,0,-4,-4,,670,314,356,356,,66,20,-13,155,7,13,269,1.08,-3.85,11.64,5.51,88.26,440.35,-36,28.06,2683,2.86,0,,0.00,11571530
2020/03,171010,램테크놀러지 *,202,반도체와반도체장비,115,16,16,16,13,13,,683,311,372,372,,66,39,-60,-16,60,-21,266,14.09,11.29,13.50,6.55,83.56,459.90,98,15.40,2802,1.75,,,0.00,11571530
2020/06,171010,램테크놀러지 *,202,반도체와반도체장비,96,-5,-5,-7,-3,-3,,670,301,369,369,,67,-1,-6,-3,7,-8,252,-5.12,-3.33,6.01,3.00,81.57,455.88,-24,55.35,2772,2.80,,,0.00,11606968
2020/09,171010,램테크놀러지 *,202,반도체와반도체장비,111,7,7,6,8,8,,696,319,378,378,,67,9,-10,10,9,0,264,6.21,7.03,4.35,2.18,84.34,467.54,59,64.19,2838,2.31,,,0.00,11606968
2019/09,084650,랩지노믹스 *,218,생명과학도구및서비스,84,2,2,1,1,1,,499,195,304,304,,52,18,-5,-8,2,16,112,2.67,1.02,-5.66,-3.52,64.14,506.50,8,N/A,2956,1.39,0,,0.00,10410482
2019/12,084650,랩지노믹스 *,218,생명과학도구및서비스,94,6,6,2,2,2,,495,191,304,304,,52,7,-5,-1,3,4,114,6.03,1.69,3.18,1.99,62.66,513.89,15,55.01,2958,1.74,0,,,10410482
2020/03,084650,랩지노믹스 *,218,생명과학도구및서비스,119,31,31,32,24,24,,516,139,377,377,,56,20,71,-3,0,19,64,26.42,20.09,,,36.83,604.81,224,,3425,6.79,0,,0.00,11143923
2020/06,084650,랩지노믹스 *,218,생명과학도구및서비스,492,312,312,313,268,268,0,830,182,648,647,1,56,157,-10,1,3,154,67,63.33,54.54,,,28.17,1087.42,2408,,5860,3.69,0,,0.00,11163861
2020/09,084650,랩지노믹스 *,218,생명과학도구및서비스,268,102,102,104,90,90,0,953,209,744,743,1,56,82,-118,-3,1,81,61,38.10,33.59,,,28.07,1248.22,802,,6698,5.30,0,,0.00,11217860
2019/09,217500,러셀 *,202,반도체와반도체장비,102,9,9,11,9,9,,487,94,393,393,,32,38,-14,0,19,19,3,8.51,8.96,11.79,9.07,23.89,1171.94,29,16.76,1355,1.59,0,,0.00,31812000
2019/12,217500,러셀 *,202,반도체와반도체장비,104,13,13,12,9,9,,453,50,402,402,,32,7,-39,0,14,-8,1,12.80,9.04,11.51,9.61,12.54,1201.45,30,14.88,1387,1.42,25,,77.25,31812000
2020/03,217500,러셀 *,202,반도체와반도체장비,91,10,10,16,12,12,,479,70,409,408,2,32,33,-22,0,1,32,5,11.26,13.65,,,17.04,1217.56,39,,1405,0.89,,,0.00,31812000
2020/06,217500,러셀 *,202,반도체와반도체장비,,,,,,,,548,125,423,417,7,32,48,-8,-19,0,48,4,,,,,29.53,1246.02,,,1436,1.38,,,,31812000
2020/09,217500,러셀 *,202,반도체와반도체장비,91,21,21,19,16,16,-1,582,143,439,433,6,32,2,-25,19,1,1,11,23.17,17.18,,,32.59,1297.05,51,,1492,1.53,,,0.00,31812000
2019/09,033600,럭슬 *,36,자동차부품,22,-8,-8,-24,-24,-24,,742,498,244,244,,156,-125,14,-10,3,-128,343,-34.71,-109.77,,,203.95,59.30,-85,,784,0.93,0,,0.00,31155461
2019/12,033600,럭슬 *,36,자동차부품,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,41125722
2020/03,033600,럭슬 *,36,자동차부품,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,41125722
2020/06,033600,럭슬 *,36,자동차부품,1,0,0,0,0,0,,675,332,343,343,,204,,,,,0,150,29.51,29.43,,,96.73,65.48,1,,835,0.21,0,,0.00,41125722
2020/09,033600,럭슬 *,36,자동차부품,,-161,-161,-352,-309,-309,,321,281,40,40,,204,8,-15,7,0,7,137,,,,,702.02,-78.44,-750,,97,1.84,0,,0.00,41125722
2019/09,141080,레고켐바이오 *,218,생명과학도구및서비스,279,161,161,163,163,166,-2,1429,239,1190,1163,,60,204,50,0,5,199,3,57.82,58.66,-1.26,-1.60,20.09,1808.86,690,N/A,4843,4.97,0,,0.00,21199124
2019/12,141080,레고켐바이오 *,218,생명과학도구및서비스,121,-47,-47,-11,-18,-13,-5,1415,256,1159,1137,,60,48,73,25,7,41,22,-39.11,-14.75,12.61,9.48,22.06,1771.63,-53,46.66,4736,5.58,0,,,21443878
2020/03,141080,레고켐바이오 *,218,생명과학도구및서비스,58,-35,-35,-30,-30,-30,,1331,213,1119,1119,,60,-72,-39,12,3,-74,24,-59.81,-51.39,11.32,9.54,19.00,1735.25,-124,46.84,4643,5.17,0,,0.00,21520642
2020/06,141080,레고켐바이오 *,218,생명과학도구및서비스,117,28,28,37,38,38,,1359,197,1161,1161,,121,-12,-65,9,14,-25,32,24.34,32.77,16.20,13.72,16.99,850.60,159,76.81,4817,11.83,0,,,23683806
2020/09,141080,레고켐바이오 *,218,생명과학도구및서비스,55,-56,-56,-54,-54,-54,,1307,197,1110,1110,,121,-133,245,-1,4,-137,32,-100.60,-97.35,-4.00,-3.38,17.74,805.41,-223,N/A,4604,12.66,0,,0.00,23683806
2019/09,060300,레드로버 *,204,방송과엔터테인먼트,27,-15,-15,-18,-18,-18,,950,325,625,625,,238,-15,6,-9,,-15,208,-55.18,-67.78,-79.17,-64.73,52.05,202.53,-115,N/A,3936,0.46,0,0.00,0.00,15879232
2019/12,060300,레드로버 *,204,방송과엔터테인먼트,23,-256,-256,-609,-609,-609,,280,223,58,58,,278,-8,59,-52,,-8,84,-1116.73,-2659.53,-182.83,-138.03,384.37,-45.53,-3712,N/A,312,5.86,0,0.00,0.00,18545899
2020/03,060300,레드로버 *,204,방송과엔터테인먼트,8,-10,-10,-12,-12,-12,,251,196,56,56,,288,-19,29,-7,2,-20,70,-122.82,-153.57,-182.06,-133.75,351.88,-48.18,-65,N/A,290,6.32,0,0.00,0.00,19212565
2020/06,060300,레드로버 *,204,방송과엔터테인먼트,18,-10,-10,10,10,10,,353,265,87,74,13,288,4,-22,34,0,4,82,-54.81,55.90,-175.59,-94.81,304.19,-14.49,51,N/A,384,4.76,0,0.00,0.00,19212565
2020/09,060300,레드로버 *,204,방송과엔터테인먼트,39,7,7,7,7,8,-1,397,172,225,210,15,400,-52,-19,72,4,-56,69,17.17,17.31,-144.51,-89.74,76.10,-6.48,33,N/A,788,2.32,0,0.00,0.00,26648071
2019/09,038390,레드캡투어 *,220,도로와철도운송,620,69,69,54,41,41,,4036,2468,1569,1569,,43,124,-16,-94,1,123,1869,11.12,6.67,11.26,4.23,157.31,3766.36,481,8.29,19041,0.87,0,,0.00,8589480
2019/12,038390,레드캡투어 *,220,도로와철도운송,639,110,110,94,72,72,,4167,2527,1639,1639,,43,73,-4,54,0,73,1924,17.19,11.29,14.22,5.52,154.16,3930.73,840,6.05,19899,0.79,600,,68.50,8589480
2020/03,038390,레드캡투어 *,220,도로와철도운송,598,71,71,57,44,44,,4183,2508,1675,1675,,43,-69,-68,20,1,-70,1946,11.87,7.38,13.37,5.35,149.72,4033.21,514,4.68,20531,0.57,0,,0.00,8589480
2020/06,038390,레드캡투어 *,220,도로와철도운송,530,37,37,22,17,17,,4483,2851,1631,1631,,43,-119,25,287,0,-119,2310,7.01,3.16,10.98,4.08,174.78,3969.03,195,6.40,20299,0.64,0,,0.00,8589480
2020/09,038390,레드캡투어 *,220,도로와철도운송,569,66,66,51,40,40,,4414,2743,1671,1671,,43,-52,-32,-59,4,-56,2252,11.53,6.98,10.67,4.09,164.15,4061.27,462,7.36,20792,0.71,0,,0.00,8589480
2019/09,294140,레몬 *,140,화학,151,-8,-8,-14,-14,-14,,652,442,211,211,,152,12,-34,0,34,-22,276,-5.03,-9.00,,,209.88,38.51,-45,,693,0.00,0,,0.00,30400000
2019/12,294140,레몬 *,140,화학,122,-12,-12,-21,-21,-21,,984,795,189,189,,152,-16,0,0,2,-18,283,-10.03,-17.34,-41.23,-13.78,419.46,24.64,-69,,623,0.00,,,,30400000
2020/03,294140,레몬 *,140,화학,143,2,2,0,0,0,,1257,780,477,477,,172,-32,-14,288,3,-34,290,1.41,0.08,-21.57,-8.80,163.45,176.68,0,N/A,1383,6.92,,,0.00,34500000
2020/06,294140,레몬 *,140,화학,477,217,217,217,205,205,,1191,509,682,682,,172,203,-364,-30,364,-162,260,45.53,42.99,37.59,19.60,74.58,295.46,594,30.31,1977,8.19,,,0.00,34500000
2020/09,294140,레몬 *,140,화학,134,0,0,1,-1,-1,,1032,351,681,681,,172,73,-86,0,86,-13,260,0.16,-0.92,40.99,21.69,51.60,294.74,-4,26.38,1974,7.42,,,0.00,34500000
2019/09,228670,레이 *,211,건강관리장비와용품,187,34,34,38,33,33,,707,175,532,532,,33,,,,,0,37,18.04,17.75,,,32.84,1496.13,526,,8003,4.30,,,0.00,6653267
2019/12,228670,레이 *,211,건강관리장비와용품,230,53,53,49,47,47,,767,191,575,575,,33,45,7,-1,2,43,48,23.17,20.57,,,33.24,1604.73,711,,8647,4.96,,,0.00,6653267
2020/03,228670,레이 *,211,건강관리장비와용품,123,6,6,20,18,18,,766,171,595,595,,33,-37,-23,-3,2,-39,44,5.22,14.19,,,28.71,1657.38,263,,8943,3.81,,,0.00,6653267
2020/06,228670,레이 *,211,건강관리장비와용품,78,-22,-22,-12,-9,-9,,746,159,587,587,,33,-26,32,23,13,-39,71,-28.27,-11.60,,,27.01,1630.26,-136,32.49,8825,4.99,,,0.00,6653267
2020/09,228670,레이 *,211,건강관리장비와용품,142,16,16,24,24,24,,870,260,610,610,,33,41,-59,45,30,11,121,11.05,16.97,13.96,10.12,42.60,1724.52,361,34.94,9174,4.57,,,0.00,6653267
2019/09,228850,레이언스 *,211,건강관리장비와용품,321,58,58,65,48,52,-4,2269,317,1952,1950,,83,57,-75,50,16,41,118,18.15,14.90,8.49,7.10,16.25,2442.47,315,11.96,12389,0.93,0,,0.00,16591014
2019/12,228850,레이언스 *,211,건강관리장비와용품,331,57,57,13,-4,-3,-1,2321,378,1943,1943,,83,53,-36,46,-5,58,154,17.16,-1.22,7.81,6.38,19.46,2433.49,-16,14.97,12347,1.07,300,,-999.98,16591014
2020/03,228850,레이언스 *,211,건강관리장비와용품,272,42,42,61,44,46,-2,2390,429,1962,1964,-2,83,126,-35,-2,20,106,155,15.32,16.25,7.55,6.04,21.85,2457.79,277,10.62,12478,0.74,,,0.00,16591014
2020/06,228850,레이언스 *,211,건강관리장비와용품,230,11,11,3,3,4,-1,2284,318,1965,1968,-3,83,-62,-23,-25,-4,-58,66,4.60,1.38,5.17,4.11,16.19,2463.10,26,18.26,12508,0.88,,,0.00,16591014
2020/09,228850,레이언스 *,211,건강관리장비와용품,232,3,3,-2,-7,-3,-4,2263,318,1945,1954,-9,83,95,1,-5,5,90,158,1.22,-3.12,2.29,1.60,16.37,2443.80,-18,41.79,12414,0.91,,,0.00,16591014
2019/09,281740,레이크머티리얼즈 *,140,화학,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,64970548
2019/12,281740,레이크머티리얼즈 *,140,화학,,,,,,,,755,476,279,279,,66,,,,,0,399,,,,,170.67,325.54,,,429,,0,,,64970548
2020/03,281740,레이크머티리얼즈 *,140,화학,79,-1,-1,-16,-13,-13,,820,455,365,365,,65,-27,52,-23,13,-40,383,-0.78,-16.98,,,124.77,461.45,-21,,555,2.96,,,0.00,65730548
2020/06,281740,레이크머티리얼즈 *,140,화학,90,0,0,-4,-3,-3,,819,453,366,366,,66,2,18,-12,12,-10,366,0.49,-2.90,,,123.82,456.64,-4,,557,3.78,,,0.00,65730548
2020/09,281740,레이크머티리얼즈 *,140,화학,128,14,14,11,8,8,0,881,502,379,374,5,66,-7,-35,52,34,-42,413,10.84,6.22,,,132.40,468.82,12,,569,3.78,,,0.00,65730548
2019/09,277810,레인보우로보틱스 *,138,기계,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,12855000
2019/12,277810,레인보우로보틱스 *,138,기계,,,,,,,,92,12,80,80,0,64,,,,,0,0,,,,,14.70,-11.89,,,623,0.00,0,,,12855000
2020/03,277810,레인보우로보틱스 *,138,기계,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,12855000
2020/06,277810,레인보우로보틱스 *,138,기계,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,12855000
2020/09,277810,레인보우로보틱스 *,138,기계,,,,,,,,123,50,73,72,0,64,,,,,0,28,,,,,69.07,-24.03,,,551,0.00,0,,,12855000
2019/09,215100,로보로보 *,201,교육서비스,46,3,3,3,3,3,0,275,31,244,244,,18,-8,6,2,0,-8,8,6.42,6.93,6.41,5.82,12.52,1328.35,18,59.42,1409,3.70,0,,0.00,17798454
2019/12,215100,로보로보 *,201,교육서비스,47,3,3,4,4,4,0,272,26,246,246,,18,25,-25,0,1,24,8,6.80,7.50,4.38,4.04,10.45,1348.04,20,74.35,1419,3.21,13,,64.33,17798454
2020/03,215100,로보로보 *,201,교육서비스,9,-9,-9,-11,-8,-8,0,263,22,241,241,0,18,-21,17,5,1,-21,8,-93.58,-87.33,-0.04,-0.05,9.22,1303.60,-45,N/A,1379,1.89,,,0.00,17798454
2020/06,215100,로보로보 *,201,교육서비스,,,,,,,,244,14,230,230,0,18,-15,12,-1,2,-17,6,,,-0.54,-0.51,6.07,1242.90,,N/A,1317,4.28,,,,17798454
2020/09,215100,로보로보 *,201,교육서비스,17,-3,-3,-2,0,0,,259,13,246,246,,18,-4,-13,20,2,-6,2,-14.82,2.36,,,5.21,1294.57,2,,1385,3.60,,,0.00,17798454
2019/09,090360,로보스타 *,138,기계,410,-19,-19,-10,-10,-10,,1678,663,1015,1015,,49,-29,-4,-4,2,-31,35,-4.61,-2.36,-0.61,-0.36,65.36,1984.47,-99,N/A,10409,1.83,,,0.00,9750000
2019/12,090360,로보스타 *,138,기계,493,-34,-34,-33,-37,-37,,1666,702,964,964,,49,-110,196,-7,1,-111,28,-6.98,-7.44,-4.53,-2.67,72.83,1880.92,-376,N/A,9889,1.76,,,0.00,9750000
2020/03,090360,로보스타 *,138,기계,232,-40,-40,-28,-25,-25,,1505,566,940,940,,49,-26,-2,-1,2,-28,26,-17.08,-10.70,-7.45,-4.46,60.16,1830.03,-254,N/A,9640,1.06,,,0.00,9750000
2020/06,090360,로보스타 *,138,기계,364,-7,-7,-19,-19,-19,,1520,599,921,921,,49,42,-3,-5,0,42,24,-1.90,-5.21,-9.27,-5.61,65.04,1791.14,-194,N/A,9443,1.55,,,0.00,9750000
2020/09,090360,로보스타 *,138,기계,400,-54,-54,-54,-54,-54,,1423,556,867,867,,49,-10,-3,-2,3,-12,23,-13.59,-13.41,-14.24,-8.64,64.10,1681.20,-550,N/A,8896,1.46,,,0.00,9750000
2019/09,108490,로보티즈 *,201,교육서비스,64,7,7,12,11,11,0,672,42,630,629,,56,14,-14,-6,1,12,4,11.30,17.77,,,6.72,1023.54,101,,5620,2.02,,,0.00,11251000
2019/12,108490,로보티즈 *,201,교육서비스,67,7,7,2,6,6,0,647,33,614,614,,56,23,-22,-20,2,21,3,10.61,8.24,4.05,3.72,5.31,1033.33,49,56.01,5567,2.23,,,0.00,11251000
2020/03,108490,로보티즈 *,201,교육서비스,59,0,0,9,7,7,0,649,33,615,615,0,56,-9,15,-3,8,-17,0,-0.70,12.21,5.40,5.08,5.41,1040.82,64,26.27,5593,1.39,,,0.00,11251000
2020/06,108490,로보티즈 *,201,교육서비스,35,-9,-9,-9,-8,-8,0,644,34,610,610,0,56,-5,-9,-2,6,-10,3,-25.06,-22.93,2.61,2.44,5.50,1028.96,-72,85.25,5548,2.20,,,0.00,11251000
2020/09,108490,로보티즈 *,201,교육서비스,48,-6,-6,-6,-6,-6,0,639,34,605,604,0,56,2,4,-1,2,0,0,-13.47,-12.28,-0.19,-0.18,5.61,1018.59,-52,N/A,5496,2.40,,,0.00,11251000
2019/09,900260,로스웰 *,36,자동차부품,85,0,0,-9,-8,-8,,3338,728,2609,2609,,1548,139,-63,528,1,139,542,0.06,-9.09,1.04,0.81,27.91,68.32,-6,31.45,1854,0.38,,,0.00,141781250
2019/12,900260,로스웰 *,36,자동차부품,489,9,9,7,8,8,,3314,744,2569,2569,,1523,-220,-2,-51,4,-224,487,1.77,1.56,1.18,0.90,28.97,68.81,5,20.01,1826,0.25,,,0.00,141781250
2020/03,900260,로스웰 *,36,자동차부품,71,-13,-13,-17,-17,-17,,3275,606,2669,2669,,1584,-22,-3,-54,4,-27,452,-18.11,-23.94,-0.35,-0.28,22.71,67.74,-12,N/A,1896,0.16,,,0.00,141781250
2020/06,900260,로스웰 *,36,자동차부품,151,-4,-4,-242,-213,-213,,3358,943,2415,2415,,1559,22,-359,158,15,7,542,-2.60,-141.36,-9.99,-7.41,39.05,54.23,-150,N/A,1716,0.22,,,0.00,141781250
2020/09,900260,로스웰 *,36,자동차부품,106,9,9,26,-4,-4,,3292,874,2418,2418,,1579,-45,-95,164,-1,-44,706,8.66,-3.38,-8.98,-6.81,36.13,54.00,-3,N/A,1718,0.19,,,0.00,141781250
2019/09,067730,로지시스 *,154,IT서비스,80,0,0,1,1,1,,231,84,147,147,,47,8,0,-1,0,9,10,0.43,0.81,-9.56,-6.05,57.22,203.90,7,N/A,1575,1.96,0,,0.00,9340922
2019/12,067730,로지시스 *,154,IT서비스,105,6,6,6,5,5,,242,86,157,157,,47,22,-11,-2,0,21,9,5.68,4.79,-6.13,-3.96,54.82,217.84,54,N/A,1676,2.06,60,,111.50,9340922
2020/03,067730,로지시스 *,154,IT서비스,80,0,0,1,0,0,,226,73,153,153,,47,-10,35,-1,0,-10,8,0.12,0.60,-5.86,-3.88,47.45,215.98,5,N/A,1638,1.36,,,0.00,9340922
2020/06,067730,로지시스 *,154,IT서비스,76,-3,-3,-3,-2,-2,,219,68,151,151,,47,6,2,-7,1,6,21,-4.53,-3.07,2.56,1.74,44.81,212.00,-25,98.53,1618,2.48,,,0.00,9340922
2020/09,067730,로지시스 *,154,IT서비스,83,3,3,3,2,2,,236,83,153,153,,47,11,-41,-1,0,11,7,3.47,1.82,3.10,1.99,54.22,215.23,16,80.21,1642,2.44,,,0.00,9340922
2019/09,071280,로체시스템즈 *,199,디스플레이장비및부품,235,11,11,9,8,8,,986,332,653,653,,76,-1,-83,0,88,-89,203,4.52,3.27,1.53,1.11,50.88,778.20,50,77.88,4381,1.15,,,0.00,15296603
2019/12,071280,로체시스템즈 *,199,디스플레이장비및부품,195,3,3,5,5,5,,1200,547,654,654,,76,15,-52,110,76,-61,306,1.71,2.32,1.84,1.12,83.62,778.95,29,68.89,4383,1.23,,,0.00,15296603
2020/03,071280,로체시스템즈 *,199,디스플레이장비및부품,320,10,10,-3,-2,-2,,1461,810,651,651,,76,59,-9,-6,13,46,311,3.00,-0.71,0.92,0.49,124.31,775.69,-15,102.33,4367,0.91,,,0.00,15296603
2020/06,071280,로체시스템즈 *,199,디스플레이장비및부품,603,52,52,52,41,41,,1447,760,687,687,,76,65,-17,4,20,45,309,8.62,6.72,7.58,4.15,110.72,821.65,265,13.68,4603,0.98,,,0.00,15296603
2020/09,071280,로체시스템즈 *,199,디스플레이장비및부품,559,41,41,48,37,37,,1289,565,723,723,,76,72,-31,-48,32,40,261,7.39,6.66,11.62,7.03,78.11,870.21,243,10.42,4850,1.12,,,0.00,15296603
2019/09,032350,롯데관광개발 ,161,"호텔,레스토랑,레저",137,-85,-85,-95,-92,-92,0,5523,2413,3110,3138,,345,-390,-122,688,516,-906,681,-62.22,-67.00,-2.41,-1.06,77.60,801.57,-133,N/A,4547,2.46,0,,0.00,69010340
2019/12,032350,롯데관광개발 ,161,"호텔,레스토랑,레저",345,-76,-76,-109,-123,-122,-1,5661,2678,2984,3012,,346,324,-454,0,829,-505,690,-21.96,-35.65,-4.76,-2.63,89.74,764.27,-177,N/A,4348,3.29,,,,69275662
2020/03,032350,롯데관광개발 ,161,"호텔,레스토랑,레저",129,-76,-76,-127,-125,-125,0,6580,3649,2932,2964,-33,346,-209,-920,1028,886,-1095,1769,-59.12,-97.32,-8.72,-4.54,124.45,720.44,-181,N/A,4279,2.00,,,0.00,69275662
2020/06,032350,롯데관광개발 ,161,"호텔,레스토랑,레저",6,-123,-123,-124,-117,-117,0,7188,4381,2807,2840,-33,346,-188,-688,991,759,-947,2798,-2006.67,-1922.18,-15.19,-7.50,156.08,686.66,-169,N/A,4100,3.26,,,0.00,69275662
2020/09,032350,롯데관광개발 ,161,"호텔,레스토랑,레저",12,-127,-127,-110,-108,-107,0,7358,4643,2715,2748,-34,346,-134,12,46,31,-165,2837,-1044.39,-883.42,-16.03,-7.35,171.02,655.65,-155,N/A,3967,3.88,,,0.00,69275662
2019/09,330590,롯데리츠 ,229,부동산,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,88310824
2019/12,330590,롯데리츠 ,229,부동산,,,,,,,,15838,7216,8623,8623,,860,,,,,0,6418,,,,,83.68,902.82,,,5014,1.23,93,1.56,,176621648
2020/03,330590,롯데리츠 ,229,부동산,190,120,120,78,78,78,,15755,7220,8535,8535,,860,175,47,-200,,175,6423,62.75,41.18,,,84.59,892.65,44,,4963,1.02,0,,0.00,176621648
2020/06,330590,롯데리츠 ,229,부동산,190,120,120,77,77,77,,15846,7234,8612,8612,,860,185,-100,-33,,185,6429,62.75,40.45,,,84.00,901.61,44,,5008,1.10,157,2.92,360.58,176621648
2020/09,330590,롯데리츠 ,229,부동산,190,120,120,77,77,77,,15645,7233,8412,8412,,860,172,101,-312,,172,6434,62.82,40.51,,,85.99,878.28,44,,4891,1.06,0,,0.00,176621648
2019/09,000400,롯데손해보험 ,190,손해보험,9968,-73,-73,-77,-54,-54,,151121,144114,7007,7007,,1343,-142,-731,-9,29,,0,-0.74,-0.54,10.52,0.45,2056.78,422.65,-40,4.46,5266,0.40,,,0.00,134280000
2019/12,000400,롯데손해보험 ,190,손해보험,7599,-1159,-1159,-1156,-856,-856,,162673,153014,9658,9658,,3103,-3095,-1891,3997,20,,3370,-15.25,-11.27,-6.69,-0.34,1584.25,211.59,-308,N/A,3125,0.66,,,,310336320
2020/03,000400,롯데손해보험 ,190,손해보험,15651,550,550,518,386,386,,165873,156389,9484,9484,,3103,2162,-3220,-21,33,,3371,3.51,2.47,-3.98,-0.20,1649.05,205.96,124,N/A,3068,0.43,,,0.00,310336320
2020/06,000400,롯데손해보험 ,190,손해보험,9114,350,350,346,247,247,,168673,158347,10326,10326,,3103,-2281,1953,634,18,,4268,3.84,2.71,-3.21,-0.18,1533.44,233.11,80,N/A,3341,0.49,,,0.00,310336320
2020/09,000400,롯데손해보험 ,190,손해보험,8022,78,78,87,75,75,,168876,158312,10565,10565,,3103,288,1182,-27,33,,4268,0.97,0.93,-1.69,-0.09,1498.46,240.80,24,N/A,3418,0.48,,,0.00,310336320
2019/09,023530,롯데쇼핑 ,198,백화점과일반상점,44047,876,876,-320,-233,-405,173,341363,216525,124838,116822,8015,1414,3701,-984,-2362,1620,2081,156066,1.99,-0.53,-2.90,-0.92,173.45,10258.95,-1433,N/A,413227,0.31,0,,0.00,28288755
2019/12,023530,롯데쇼핑 ,198,백화점과일반상점,43140,436,436,-13178,-10029,-10085,56,339726,220709,119017,106460,12557,1414,5951,-12512,7296,1169,4782,162135,1.01,-23.25,-8.14,-2.79,185.44,9523.91,-35650,N/A,376574,0.36,3800,,-10.65,28288755
2020/03,023530,롯데쇼핑 ,198,백화점과일반상점,40767,521,521,-259,-433,-735,301,332627,216760,115867,103985,11882,1414,-1259,-1146,-3502,1376,-2635,163938,1.28,-1.06,-9.71,-2.99,187.08,9381.17,-2597,N/A,367818,0.20,0,,0.00,28288755
2020/06,023530,롯데쇼핑 ,198,백화점과일반상점,40459,14,14,-3582,-1990,-2372,382,336466,220112,116353,103339,13015,1414,5682,3757,779,1457,4225,166991,0.03,-4.92,-12.34,-3.74,189.18,9222.52,-8384,N/A,365533,0.22,0,,0.00,28288755
2020/09,023530,롯데쇼핑 ,198,백화점과일반상점,41059,1110,1110,818,30,-218,248,341452,224862,116590,103559,13031,1414,5845,-6392,2133,1855,3990,169340,2.71,0.07,-12.17,-3.64,192.87,9309.53,-771,N/A,366314,0.21,0,,0.00,28288755
2019/09,004000,롯데정밀화학 ,140,화학,3247,514,514,643,487,487,,17613,2971,14642,14642,,1290,981,-670,-11,199,783,895,15.83,14.99,11.79,9.63,20.29,1056.78,1887,7.09,57487,0.79,0,,0.00,25800000
2019/12,004000,롯데정밀화학 ,140,화학,3296,484,484,508,389,389,,17927,2996,14931,14931,,1290,431,-824,-34,153,279,889,14.67,11.80,11.73,9.64,20.06,1080.74,1507,6.92,58622,0.77,1700,,111.34,25800000
2020/03,004000,롯데정밀화학 ,140,화학,3499,510,510,646,431,431,,18640,3710,14930,14930,,1290,844,-764,-26,383,461,1082,14.57,12.31,11.89,9.43,24.85,1080.57,1669,4.70,58617,0.53,0,,0.00,25800000
2020/06,004000,롯데정밀화학 ,140,화학,2932,339,339,864,650,650,,17828,2249,15579,15579,,1290,791,497,-1277,614,177,240,11.55,22.16,13.16,11.23,14.44,1130.93,2518,4.54,61167,0.56,0,,0.00,25800000
2020/09,004000,롯데정밀화학 ,140,화학,3167,259,259,286,241,241,,18266,2445,15821,15821,,1290,565,-635,-45,443,122,223,8.18,7.62,11.23,9.54,15.46,1149.65,936,7.49,62116,0.80,0,,0.00,25800000
2019/09,286940,롯데정보통신 ,154,IT서비스,2051,55,55,74,56,56,,6884,3102,3781,3781,,770,534,-373,-698,53,481,80,2.68,2.73,14.25,7.12,82.03,477.42,364,12.90,24994,1.82,0,,0.00,15396331
2019/12,286940,롯데정보통신 ,154,IT서비스,2379,163,163,165,130,130,,6967,3063,3904,3904,,770,-2,-273,-23,51,-52,61,6.86,5.46,14.77,7.57,78.45,493.55,844,11.21,25805,1.60,700,,81.47,15396331
2020/03,286940,롯데정보통신 ,154,IT서비스,1975,60,60,67,49,49,,6130,2275,3854,3854,,770,-592,-156,-12,92,-685,56,3.04,2.48,14.95,8.56,59.03,487.18,319,7.42,25476,1.05,0,,0.00,15396331
