,Share Code,Share Name,Market Code,Market Name,매출액,영업이익,영업이익(발표기준),세전계속사업이익,당기순이익,  당기순이익(지배),  당기순이익(비지배),자산총계,부채총계,자본총계,  자본총계(지배),  자본총계(비지배),자본금,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,CAPEX,FCF,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,자본유보율,EPS(원),PER(배),BPS(원),PBR(배),현금DPS(원),현금배당수익률,현금배당성향(%),발행주식수(보통주)
2020/06,286940,롯데정보통신 ,154,IT서비스,2194,121,121,124,97,97,,6240,2279,3961,3961,,770,321,-63,-115,142,179,60,5.51,4.41,8.66,4.92,57.54,500.90,629,17.04,26180,1.40,0,,0.00,15396331
2020/09,286940,롯데정보통신 ,154,IT서비스,2209,106,106,109,83,83,,6061,2036,4025,4025,0,770,-59,138,-11,148,-207,51,4.81,3.76,9.19,5.54,50.58,509.37,539,15.08,26605,1.32,0,,0.00,15396331
2019/09,280360,롯데제과 ,38,식품,5402,386,386,366,271,253,18,27467,14068,13399,12489,,32,799,-328,-122,201,598,9013,7.14,5.02,3.12,1.44,105.00,38240.95,3942,26.90,194776,0.75,0,,0.00,6416717
2019/12,280360,롯데제과 ,38,식품,5153,162,162,-167,-97,-107,10,27162,14154,13008,12096,,32,554,-826,-28,189,365,9337,3.15,-1.88,3.19,1.58,108.81,37856.29,-1662,25.20,188635,0.79,1300,,-78.14,6416717
2020/03,280360,롯데제과 ,38,식품,5018,184,184,11,1,-1,2,27177,14398,12778,11832,947,32,408,127,-87,194,213,9445,3.66,0.03,2.50,1.22,112.68,37616.95,-15,22.83,184521,0.57,0,,0.00,6416717
2020/06,280360,롯데제과 ,38,식품,4970,255,255,240,172,182,-10,27488,14400,13088,12155,933,32,607,-414,-193,231,376,9410,5.12,3.47,2.70,1.28,110.02,38119.53,2837,20.68,189564,0.56,0,,0.00,6416717
2020/09,280360,롯데제과 ,38,식품,5559,478,478,344,275,264,12,27893,14689,13204,12253,951,32,489,-860,158,223,266,9582,8.60,4.95,2.73,1.27,111.25,38958.41,4110,19.26,191084,0.53,0,,0.00,6416717
2019/09,004990,롯데지주 ,38,식품,23132,720,720,1608,1753,1648,105,293466,202868,90598,75401,,212,2364,1244,-4387,735,1628,59562,3.11,7.58,6.03,1.51,223.92,46914.29,1557,8.95,105438,0.34,0,,0.00,104909237
2019/12,004990,롯데지주 ,38,식품,22553,332,332,-8699,-8437,-7593,-844,156058,78132,77925,66998,,212,1388,7921,-15980,688,700,46813,1.47,-37.41,-5.21,-1.91,100.27,43217.52,-7171,N/A,93687,0.42,800,,-7.54,104909237
2020/03,004990,롯데지주 ,38,식품,19951,92,92,-781,-618,-566,-53,155909,79105,76804,66024,10780,212,-174,-1028,913,800,-974,48881,0.46,-3.10,-7.81,-2.65,103.00,42591.28,-534,N/A,92324,0.26,0,,0.00,104909237
2020/06,004990,롯데지주 ,38,식품,20892,476,476,-438,-399,-510,111,165491,84390,81101,66433,14668,212,236,-646,1816,683,-447,54708,2.28,-1.91,-10.03,-3.38,104.06,42390.30,-482,N/A,92897,0.34,0,,0.00,104909237
2020/09,004990,롯데지주 ,38,식품,26239,1007,1007,1520,1579,1431,148,172243,89628,82615,67734,14880,212,2651,-6305,3912,1068,1582,59258,3.84,6.02,-10.11,-3.38,108.49,43536.20,1351,N/A,94716,0.30,0,,0.00,104909237
2019/09,00499K,롯데지주우 ,38,식품,23132,720,720,1608,1753,1648,105,293466,202868,90598,75401,,212,2364,1244,-4387,735,1628,59562,3.11,7.58,6.03,1.51,223.92,46914.29,1557,8.95,105438,0.34,0,,0.00,104909237
2019/12,00499K,롯데지주우 ,38,식품,22553,332,332,-8699,-8437,-7593,-844,156058,78132,77925,66998,,212,1388,7921,-15980,688,700,46813,1.47,-37.41,-5.21,-1.91,100.27,43217.52,-7171,N/A,93687,0.42,800,,-7.54,104909237
2020/03,00499K,롯데지주우 ,38,식품,19951,92,92,-781,-618,-566,-53,155909,79105,76804,66024,10780,212,-174,-1028,913,800,-974,48881,0.46,-3.10,-7.81,-2.65,103.00,42591.28,-534,N/A,92324,0.26,0,,0.00,104909237
2020/06,00499K,롯데지주우 ,38,식품,20892,476,476,-438,-399,-510,111,165491,84390,81101,66433,14668,212,236,-646,1816,683,-447,54708,2.28,-1.91,-10.03,-3.38,104.06,42390.30,-482,N/A,92897,0.34,0,,0.00,104909237
2020/09,00499K,롯데지주우 ,38,식품,26239,1007,1007,1520,1579,1431,148,172243,89628,82615,67734,14880,212,2651,-6305,3912,1068,1582,59258,3.84,6.02,-10.11,-3.38,108.49,43536.20,1351,N/A,94716,0.30,0,,0.00,104909237
2019/09,005300,롯데칠성 ,145,음료,6571,490,490,365,298,293,5,35697,22107,13590,13423,,44,651,-271,-378,390,260,14506,7.46,4.53,-6.88,-2.67,162.68,46549.37,3342,N/A,163487,0.85,0,,0.00,7993460
2019/12,005300,롯데칠성 ,145,음료,5200,-69,-69,-1985,-1298,-1295,-3,32565,20285,12280,12121,,44,-976,-136,228,488,-1464,15164,-1.33,-24.97,-11.68,-4.38,165.19,43586.75,-14771,N/A,147638,0.95,2700,,-17.12,7993460
2020/03,005300,롯데칠성 ,145,음료,5074,63,63,-44,-35,-30,-5,31763,19843,11920,11767,152,44,607,-383,-1156,418,189,14124,1.23,-0.69,-11.68,-4.39,166.47,42910.63,-346,N/A,143327,0.59,0,,0.00,7993460
2020/06,005300,롯데칠성 ,145,음료,5980,293,293,194,155,147,7,34066,21970,12096,11942,154,44,1284,-958,1009,315,969,15489,4.90,2.59,-7.07,-2.50,181.63,43300.25,1682,N/A,145448,0.70,0,,0.00,7993460
2020/09,005300,롯데칠성 ,145,음료,6452,584,584,457,333,323,10,34723,22323,12399,12238,161,44,732,-917,232,340,392,15910,9.04,5.17,-6.66,-2.40,180.04,43979.51,3684,N/A,149063,0.60,,,0.00,7993460
2019/09,005305,롯데칠성우 ,145,음료,6571,490,490,365,298,293,5,35697,22107,13590,13423,,44,651,-271,-378,390,260,14506,7.46,4.53,-6.88,-2.67,162.68,46549.37,3342,N/A,163487,0.85,0,,0.00,7993460
2019/12,005305,롯데칠성우 ,145,음료,5200,-69,-69,-1985,-1298,-1295,-3,32565,20285,12280,12121,,44,-976,-136,228,488,-1464,15164,-1.33,-24.97,-11.68,-4.38,165.19,43586.75,-14771,N/A,147638,0.95,2700,,-17.12,7993460
2020/03,005305,롯데칠성우 ,145,음료,5074,63,63,-44,-35,-30,-5,31763,19843,11920,11767,152,44,607,-383,-1156,418,189,14124,1.23,-0.69,-11.68,-4.39,166.47,42910.63,-346,N/A,143327,0.59,0,,0.00,7993460
2020/06,005305,롯데칠성우 ,145,음료,5980,293,293,194,155,147,7,34066,21970,12096,11942,154,44,1284,-958,1009,315,969,15489,4.90,2.59,-7.07,-2.50,181.63,43300.25,1682,N/A,145448,0.70,0,,0.00,7993460
2020/09,005305,롯데칠성우 ,145,음료,6452,584,584,457,333,323,10,34723,22323,12399,12238,161,44,732,-917,232,340,392,15910,9.04,5.17,-6.66,-2.40,180.04,43979.51,3684,N/A,149063,0.60,,,0.00,7993460
2019/09,011170,롯데케미칼 ,140,화학,39400,3146,3146,3155,2141,2044,97,213066,70878,142188,133533,,1714,1920,-1912,-6322,1553,366,48018,7.98,5.43,5.71,3.62,49.85,7599.46,5964,10.87,389588,0.61,0,,0.00,34275419
2019/12,011170,롯데케미칼 ,140,화학,34270,1508,1508,1957,476,328,148,200431,59900,140531,132044,,1714,4956,-3277,-10666,2521,2436,36316,4.40,1.39,5.51,3.71,42.62,7608.48,957,10.74,385244,0.58,6700,,700.22,34275419
2020/03,011170,롯데케미칼 ,140,화학,32756,-860,-860,-1270,-902,-775,-127,200456,60707,139749,130754,,1714,1731,889,-408,2633,-902,36849,-2.63,-2.75,3.26,2.14,43.44,7423.75,-2261,15.74,381481,0.51,0,,0.00,34275419
2020/06,011170,롯데케미칼 ,140,화학,26822,329,329,345,307,199,107,191158,51860,139298,130351,8948,1714,4619,629,-6709,1510,3109,32637,1.23,1.14,1.38,0.99,37.23,7433.88,581,31.87,380304,0.44,0,,0.00,34275419
2020/09,011170,롯데케미칼 ,140,화학,30455,1938,1938,1947,1478,1407,71,192995,53300,139695,130502,9192,1714,2111,-1485,1281,1988,122,33480,6.36,4.85,0.88,0.67,38.16,7521.24,4106,58.09,380745,0.52,0,,0.00,34275419
2019/09,002270,롯데푸드 ,38,식품,4776,212,212,202,153,153,,12907,5832,7076,7076,,57,404,-195,-231,210,193,2132,4.43,3.20,5.16,2.80,82.42,17372.57,13489,13.88,777704,0.57,0,,0.00,1131870
2019/12,002270,롯데푸드 ,38,식품,4188,12,12,3,5,5,,13212,6136,7075,7075,,57,83,-114,81,191,-108,2298,0.28,0.13,5.40,2.97,86.73,17366.63,461,12.46,777670,0.53,12000,,2093.54,1131870
2020/03,002270,롯데푸드 ,38,식품,4092,99,99,88,68,68,,14163,7129,7034,7034,,57,118,-331,918,231,-113,3232,2.43,1.67,,,101.35,17298.27,6030,,773121,0.39,,,0.00,1131870
2020/06,002270,롯데푸드 ,38,식품,4406,140,140,744,563,563,,12947,5390,7557,7557,,57,462,336,-335,263,198,3036,3.18,12.78,,,71.32,18282.96,49759,,830626,0.42,,,0.00,1131870
2020/09,002270,롯데푸드 ,38,식품,4728,209,209,179,105,105,,13440,5799,7641,7641,,57,397,-777,-11,190,207,3047,4.42,2.23,,,75.89,18432.07,9306,,839848,0.36,,,0.00,1131870
2019/09,071840,롯데하이마트 ,167,전문소매,9836,334,334,282,215,215,,34267,13410,20857,20857,,1180,708,-175,-248,245,463,8380,3.40,2.18,1.28,0.78,64.30,1667.13,910,26.33,88349,0.34,0,,0.00,23607712
2019/12,071840,롯데하이마트 ,167,전문소매,9350,63,63,-1744,-1689,-1689,,31076,11857,19219,19219,,1180,-194,-317,-317,112,-307,7964,0.68,-18.06,-5.02,-3.21,61.69,1528.36,-7153,N/A,81410,0.38,1000,,-13.98,23607712
2020/03,071840,롯데하이마트 ,167,전문소매,9253,195,195,148,114,114,,31998,12921,19077,19077,,1180,730,-77,-283,166,565,7935,2.11,1.23,-5.28,-3.05,67.73,1516.33,481,N/A,80809,0.19,0,,0.00,23607712
2020/06,071840,롯데하이마트 ,167,전문소매,11157,693,693,569,433,433,,34809,15290,19519,19519,,1180,1362,-169,1474,183,1179,9800,6.21,3.88,-4.62,-2.66,78.33,1553.77,1832,N/A,82681,0.47,0,,0.00,23607712
2020/09,071840,롯데하이마트 ,167,전문소매,10473,559,559,537,408,408,,36107,16179,19928,19928,,1180,1396,-1707,524,133,1264,10668,5.34,3.89,-3.60,-2.09,81.19,1588.44,1727,N/A,84414,0.36,0,,0.00,23607712
2019/09,038060,루멘스 *,199,디스플레이장비및부품,950,15,15,23,21,20,2,3538,1626,1912,1786,,236,-133,-6,-19,23,-156,771,1.56,2.26,-11.29,-5.56,85.07,718.44,42,N/A,3866,0.53,0,,0.00,47276784
2019/12,038060,루멘스 *,199,디스플레이장비및부품,756,-324,-324,-506,-589,-596,7,2785,1479,1306,1173,,236,179,-42,-40,46,133,749,-42.85,-77.92,-41.78,-19.99,113.28,466.47,-1260,N/A,2540,1.21,0,,0.00,47276784
2020/03,038060,루멘스 *,199,디스플레이장비및부품,726,34,34,50,44,43,1,2945,1582,1363,1229,134,239,-151,34,25,40,-191,773,4.62,6.08,-35.66,-16.20,116.10,484.01,90,N/A,2636,0.54,0,,0.00,47718750
2020/06,038060,루멘스 *,199,디스플레이장비및부품,653,-9,-9,-11,-13,-9,-5,2787,1438,1349,1220,129,239,52,39,-48,17,34,725,-1.35,-2.05,-36.22,-16.70,106.57,478.17,-18,N/A,2616,0.64,0,,0.00,47718750
2020/09,038060,루멘스 *,199,디스플레이장비및부품,1032,49,49,38,35,35,0,2935,1561,1374,1245,129,239,37,-25,6,18,19,700,4.76,3.35,-34.75,-16.18,113.64,492.75,73,N/A,2670,0.63,0,,0.00,47718750
2019/09,085370,루트로닉 *,211,건강관리장비와용품,287,-20,-20,-8,-12,-12,0,2129,909,1220,1193,,132,74,-26,4,13,62,665,-7.14,-4.08,-9.76,-6.01,74.56,662.09,-44,N/A,4594,1.74,0,,0.00,25531147
2019/12,085370,루트로닉 *,211,건강관리장비와용품,341,-2,-2,-23,-44,-45,0,2082,893,1189,1163,,132,38,-55,0,6,32,660,-0.60,-13.03,-9.19,-5.45,75.14,634.61,-169,N/A,4477,2.04,0,,-2.54,25587967
2020/03,085370,루트로닉 *,211,건강관리장비와용품,255,-3,-3,19,15,12,2,2045,878,1167,1139,28,132,-8,-4,-8,3,-11,675,-1.21,5.72,-3.83,-2.08,75.29,641.54,46,N/A,4459,1.15,0,,0.00,25600214
2020/06,085370,루트로닉 *,211,건강관리장비와용품,186,-49,-49,-75,-66,-65,-1,1925,842,1083,1091,-7,132,36,36,-11,3,33,665,-26.09,-35.40,-9.51,-5.34,77.67,734.87,-247,N/A,4270,1.43,0,,0.00,25627401
2020/09,085370,루트로닉 *,211,건강관리장비와용품,316,41,41,42,38,38,0,2072,964,1108,1115,-7,132,58,-5,42,0,58,684,13.12,12.17,-5.13,-2.73,87.04,761.63,145,N/A,4365,1.20,0,,0.00,25639543
2019/09,08537M,루트로닉3우C *,211,건강관리장비와용품,287,-20,-20,-8,-12,-12,0,2129,909,1220,1193,,132,74,-26,4,13,62,665,-7.14,-4.08,-9.76,-6.01,74.56,662.09,-44,N/A,4594,1.74,0,,0.00,25531147
2019/12,08537M,루트로닉3우C *,211,건강관리장비와용품,341,-2,-2,-23,-44,-45,0,2082,893,1189,1163,,132,38,-55,0,6,32,660,-0.60,-13.03,-9.19,-5.45,75.14,634.61,-169,N/A,4477,2.04,0,,-2.54,25587967
2020/03,08537M,루트로닉3우C *,211,건강관리장비와용품,255,-3,-3,19,15,12,2,2045,878,1167,1139,28,132,-8,-4,-8,3,-11,675,-1.21,5.72,-3.83,-2.08,75.29,641.54,46,N/A,4459,1.15,0,,0.00,25600214
2020/06,08537M,루트로닉3우C *,211,건강관리장비와용품,186,-49,-49,-75,-66,-65,-1,1925,842,1083,1091,-7,132,36,36,-11,3,33,665,-26.09,-35.40,-9.51,-5.34,77.67,734.87,-247,N/A,4270,1.43,0,,0.00,25627401
2020/09,08537M,루트로닉3우C *,211,건강관리장비와용품,316,41,41,42,38,38,0,2072,964,1108,1115,-7,132,58,-5,42,0,58,684,13.12,12.17,-5.13,-2.73,87.04,761.63,145,N/A,4365,1.20,0,,0.00,25639543
2019/09,060240,룽투코리아 *,235,게임엔터테인먼트,79,6,6,10,10,10,,878,68,810,810,,129,-42,18,0,2,-44,16,8.23,12.26,23.91,14.95,8.37,625.92,39,6.96,3240,1.61,0,,0.00,25008414
2019/12,060240,룽투코리아 *,235,게임엔터테인먼트,75,-43,-43,-90,-95,-95,,794,56,737,737,,131,-18,25,-2,-2,-16,2,-56.95,-125.67,2.34,2.09,7.66,557.63,-375,75.69,2898,1.74,,,0.00,25429284
2020/03,060240,룽투코리아 *,235,게임엔터테인먼트,63,-8,-8,-4,-4,-4,,795,57,738,738,,131,-32,29,0,2,-34,6,-12.38,-6.51,1.55,1.42,7.71,554.49,-16,78.79,2901,1.19,,,0.00,25429284
2020/06,060240,룽투코리아 *,235,게임엔터테인먼트,167,14,14,-37,-37,-37,,823,122,701,701,,131,19,-7,-1,0,19,5,8.44,-22.03,-17.24,-14.81,17.39,526.36,-144,N/A,2756,1.69,,,0.00,25429284
2020/09,060240,룽투코리아 *,235,게임엔터테인먼트,163,9,9,1,1,1,,783,81,702,702,,131,-47,33,10,0,-47,6,5.51,0.61,-17.80,-16.20,11.59,527.13,4,N/A,2760,1.98,,,0.00,25429284
2019/09,058470,리노공업 *,202,반도체와반도체장비,423,158,158,186,142,142,,3150,295,2855,2855,,76,145,-320,0,40,105,3,37.39,33.51,19.04,17.24,10.33,3694.75,930,16.72,18854,2.96,0,,0.00,15242370
2019/12,058470,리노공업 *,202,반도체와반도체장비,512,198,198,195,135,135,,3257,255,3002,3002,,76,58,53,0,50,7,3,38.65,26.34,18.75,17.36,8.51,3869.62,884,18.57,19776,3.25,1200,1.87,135.19,15242370
2020/03,058470,리노공업 *,202,반도체와반도체장비,519,199,199,231,176,176,,3530,535,2995,2995,,76,257,-179,0,101,155,3,38.45,33.85,21.50,18.55,17.86,3861.19,1152,19.09,19733,3.80,0,,0.00,15242370
2020/06,058470,리노공업 *,202,반도체와반도체장비,548,209,209,209,160,160,,3519,364,3155,3155,,76,267,50,-182,37,230,2,38.20,29.15,20.85,18.79,11.53,4070.86,1048,28.15,20786,5.44,0,,0.00,15242370
2020/09,058470,리노공업 *,202,반도체와반도체장비,530,204,204,191,146,146,,3726,425,3301,3301,,76,210,-13,0,2,208,2,38.57,27.54,20.02,17.92,12.87,4262.62,958,30.43,21749,5.66,0,,0.00,15242370
2019/09,039980,리노스 *,134,"섬유,의류,신발,호화품",222,0,0,-5,-4,-4,,1051,301,749,749,,198,39,-30,-28,3,37,163,-0.08,-1.88,0.11,0.04,40.22,287.65,-10,691.03,1752,0.74,0,0.00,0.00,43576286
2019/12,039980,리노스 *,134,"섬유,의류,신발,호화품",230,-4,-4,-1,-1,-1,,1119,370,750,750,,198,82,-17,24,-2,84,116,-1.94,-0.23,-0.60,-0.43,49.30,287.38,-1,N/A,1753,0.75,0,,0.00,43576286
2020/03,039980,리노스 *,134,"섬유,의류,신발,호화품",119,-18,-18,-27,-30,-30,,1037,316,721,721,,208,-207,36,49,2,-209,171,-15.40,-25.47,-5.02,-3.76,43.89,254.73,-69,N/A,1685,0.65,0,,0.00,43576286
2020/06,039980,리노스 *,134,"섬유,의류,신발,호화품",122,-13,-13,-5,5,5,,1228,501,726,726,,208,160,6,-31,3,158,142,-10.83,4.42,-4.00,-2.66,68.99,257.33,12,N/A,1699,0.65,0,,0.00,43576286
2020/09,039980,리노스 *,134,"섬유,의류,신발,호화품",104,-15,-15,-9,-7,-7,,1139,419,720,720,,208,-88,90,-56,1,-89,84,-14.68,-6.91,-4.44,-2.98,58.22,253.86,-17,N/A,1684,0.64,0,,0.00,43576286
2019/12,019570,리더스 기술투자 *,109,창업투자,39,49,49,49,49,49,0,663,393,270,270,,296,-322,14,260,0,,253,124.97,124.88,11.45,5.46,145.72,-8.69,89,14.08,457,1.28,0,,0.00,59106966
2020/03,019570,리더스 기술투자 *,109,창업투자,23,-130,-130,-130,-130,-130,0,585,364,220,220,,376,-6,0,60,,,255,-566.25,-565.08,-52.68,-26.33,165.32,-41.45,-210,N/A,348,1.45,0,,,63297558
2020/06,019570,리더스 기술투자 *,109,창업투자,117,62,62,62,62,62,0,565,274,292,292,,388,77,0,-117,0,,148,53.09,52.95,,,93.79,-24.84,80,,376,1.25,0,,0.00,77634480
2020/09,019570,리더스 기술투자 *,109,창업투자,27,-24,-24,-25,-25,-25,0,574,318,256,256,,390,-39,-1,11,1,,165,-87.57,-93.68,,,124.54,-34.40,-33,,328,1.76,,,0.00,77900629
2020/12,019570,리더스 기술투자 *,109,창업투자,272,263,263,279,279,279,0,818,199,619,619,,479,8,-40,32,0,,113,96.97,102.85,,,32.07,31.35,305,,646,0.78,,,,95888652
2019/09,016100,리더스코스메틱 *,206,화장품,222,-61,-61,-76,-80,-80,0,1702,918,784,569,,91,-76,11,155,14,-90,680,-27.59,-35.96,-54.42,-25.06,117.14,373.59,-438,N/A,3268,1.86,0,,0.00,18187414
2019/12,016100,리더스코스메틱 *,206,화장품,259,-71,-71,-236,-312,-298,-14,1329,839,490,289,,91,0,-3,-145,28,-29,563,-27.34,-120.20,-105.20,-38.90,171.04,47.29,-1640,N/A,1660,3.40,0,,0.00,18187414
2020/03,016100,리더스코스메틱 *,206,화장품,220,-29,-29,-13,-13,-20,7,1283,806,477,268,209,91,-3,-2,-25,3,-6,544,-13.05,-5.85,-94.43,-34.37,168.98,25.04,-111,N/A,1536,2.08,0,,0.00,18187414
2020/06,016100,리더스코스메틱 *,206,화장품,213,-21,-21,-21,-20,-13,-7,1330,713,617,398,219,91,-22,0,55,1,-23,506,-10.09,-9.38,-77.38,-28.61,115.63,10.34,-73,N/A,2283,1.81,0,,0.00,18187414
2020/09,016100,리더스코스메틱 *,206,화장품,285,-19,-19,-26,-27,-28,1,1604,1013,591,370,221,91,-16,-198,231,40,-56,628,-6.66,-9.44,-76.57,-22.48,171.37,125.02,-154,N/A,2125,1.88,0,,0.00,18187414
2019/09,012700,리드코프 *,183,기타금융,1160,149,149,151,115,115,,10620,7024,3596,3596,,138,669,-1,-818,0,669,6847,12.82,9.95,11.34,3.52,195.35,2505.89,437,4.27,13754,0.45,0,,0.00,26446135
2019/12,012700,리드코프 *,183,기타금융,1186,147,147,122,94,94,,10367,6684,3683,3683,,138,519,-142,-385,2,517,519,12.40,7.95,11.57,3.73,181.50,2569.16,357,4.64,14087,0.50,100,,27.71,26446135
2020/03,012700,리드코프 *,183,기타금융,886,145,145,147,111,111,,10249,6486,3763,3763,,138,319,-132,-198,0,319,478,16.35,12.58,12.29,4.05,172.38,2630.94,422,2.91,14497,0.33,0,,0.00,26446135
2020/06,012700,리드코프 *,183,기타금융,917,145,145,147,112,112,,10212,6350,3862,3862,,138,354,-65,-211,0,354,442,15.79,12.19,11.77,4.02,164.44,2711.88,423,3.88,15089,0.42,300,,68.72,26446135
2020/09,012700,리드코프 *,183,기타금융,939,146,146,144,110,110,,10401,6410,3992,3992,,138,97,-98,-46,1,95,416,15.58,11.72,11.27,4.07,160.58,2735.86,416,4.49,15595,0.47,,,0.00,26446135
2019/09,302550,리메드 *,211,건강관리장비와용품,,,,,,,,253,106,147,147,,26,,,,,0,68,,,,,72.40,425.26,,,2818,5.22,0,,,5204956
2019/12,302550,리메드 *,211,건강관리장비와용품,74,22,22,21,18,18,,349,103,246,246,,29,26,-1,79,1,25,67,29.40,23.89,,,41.92,707.42,325,,4229,3.12,0,,,5822956
2020/03,302550,리메드 *,211,건강관리장비와용품,67,23,23,28,28,28,,386,103,283,283,,30,6,-10,4,0,6,67,34.18,40.95,,,36.40,823.77,474,,4745,4.79,0,,0.00,5961646
2020/06,302550,리메드 *,211,건강관리장비와용품,26,-5,-5,-4,1,1,,410,108,302,295,7,30,7,-29,28,0,7,75,-19.59,2.70,,,35.82,852.43,12,,4840,6.27,,,0.00,6088916
2020/09,302550,리메드 *,211,건강관리장비와용품,40,1,1,0,-1,1,-1,765,462,303,297,6,30,12,-427,350,96,-84,426,3.57,-1.30,,,152.41,854.27,9,,4878,6.08,,,0.00,6088916
2019/09,029480,릭스솔루션 *,136,통신장비,95,-13,-13,-32,-32,-31,0,335,184,151,142,,239,-16,24,11,2,-18,92,-13.44,-33.15,-65.12,-28.22,122.20,-32.12,-71,N/A,298,3.03,0,,0.00,47815285
2019/12,029480,릭스솔루션 *,136,통신장비,143,2,2,-7,-7,-6,0,631,403,228,222,,61,5,-149,277,2,3,241,1.27,-4.67,-38.67,-14.02,176.39,273.82,-13,N/A,366,2.73,0,,0.00,60855285
2020/03,029480,릭스솔루션 *,136,통신장비,59,-14,-14,-11,-11,-10,-1,561,345,216,211,5,61,-10,75,-45,1,-10,211,-23.74,-19.03,-42.46,-17.15,160.01,256.13,-16,N/A,348,1.60,0,,0.00,60855285
2020/06,029480,릭스솔루션 *,136,통신장비,148,1,1,-73,-73,-77,4,522,373,149,140,9,62,32,-37,-58,3,29,165,0.80,-49.23,-88.18,-28.76,250.47,134.81,-125,N/A,227,2.14,0,,0.00,61935285
2020/09,029480,릭스솔루션 *,136,통신장비,136,11,11,2,2,-7,9,470,319,151,133,18,62,12,-37,-3,0,11,170,8.31,1.13,-73.02,-22.19,211.04,124.26,-11,N/A,216,5.53,0,,0.00,61935285
2019/09,277070,린드먼아시아 *,109,창업투자,18,9,9,10,8,8,0,520,75,445,445,,68,-41,-1,57,1,,0,52.68,42.27,9.41,8.51,16.97,558.66,56,13.26,3293,1.19,0,,0.00,13500000
2019/12,277070,린드먼아시아 *,109,창업투자,22,14,14,14,11,11,0,532,79,453,453,,68,42,0,-29,-1,,0,65.17,50.88,9.73,8.61,17.38,571.18,84,13.73,3356,1.28,89,,54.94,13500000
2020/03,277070,린드먼아시아 *,109,창업투자,28,22,22,22,16,16,0,550,87,463,463,,68,-4,1,0,0,,0,77.54,58.46,11.48,10.02,18.77,585.55,121,7.17,3428,0.78,0,,0.00,13500000
2020/06,277070,린드먼아시아 *,109,창업투자,23,14,14,14,11,11,0,626,151,475,475,,68,-68,0,73,,,0,60.72,49.82,10.27,8.37,31.83,603.41,85,12.67,3517,1.25,0,,0.00,13500000
2020/09,277070,린드먼아시아 *,109,창업투자,17,9,9,9,7,7,0,641,158,483,483,,68,-80,-10,89,,,0,51.91,40.23,9.94,7.94,32.77,614.95,51,14.50,3575,1.38,0,,0.00,13500000
2019/09,042500,링네트 *,154,IT서비스,338,20,20,16,13,13,,823,255,568,568,,76,-73,82,-49,1,-73,42,6.05,3.74,10.71,7.20,44.88,771.98,83,11.24,4652,0.97,0,,0.00,15216878
2019/12,042500,링네트 *,154,IT서비스,364,14,14,23,17,17,,944,364,580,580,,76,64,29,-36,0,64,12,3.93,4.69,12.73,7.51,62.74,787.76,112,8.96,4750,0.88,0,,0.00,15216878
2020/03,042500,링네트 *,154,IT서비스,372,26,26,11,9,9,,1034,445,589,589,,76,-81,-63,191,1,-82,203,6.94,2.48,9.40,5.37,75.65,798.57,61,14.34,4818,1.05,0,,0.00,15216878
2020/06,042500,링네트 *,154,IT서비스,330,-1,-1,22,14,14,,1145,514,631,631,,76,207,60,-70,1,206,101,-0.27,4.39,8.97,5.10,81.43,827.82,95,12.95,4909,0.93,0,,0.00,15216878
2020/09,042500,링네트 *,154,IT서비스,376,16,16,27,19,19,,1049,399,649,649,,76,-52,-49,-93,0,-52,17,4.27,5.16,9.89,6.43,61.50,852.13,128,16.99,5053,1.33,0,,0.00,15216878
2019/09,219420,링크제니시스 *,33,소프트웨어,20,-2,-2,-3,-3,-2,-1,377,34,343,337,,11,2,-31,13,0,1,2,-11.23,-12.49,4.83,3.94,9.96,3019.11,-15,57.96,3068,2.66,,,0.00,10000000
2019/12,219420,링크제니시스 *,33,소프트웨어,47,11,11,5,2,3,-1,376,33,344,340,,11,14,-8,0,0,13,4,23.79,4.24,2.26,1.55,9.52,3050.75,27,118.42,3088,2.50,,,0.00,10000000
2020/03,219420,링크제니시스 *,33,소프트웨어,22,-1,-1,-3,-3,-2,-1,351,32,319,315,3,11,6,14,-23,1,5,3,-2.99,-13.34,0.55,-0.38,10.07,3031.60,-19,349.57,2997,1.80,,,0.00,10000000
2020/06,219420,링크제니시스 *,33,소프트웨어,26,7,7,9,7,6,1,366,49,317,315,3,11,4,0,6,0,4,18,24.87,24.72,1.48,0.84,15.48,3093.99,50,156.69,3024,2.19,,,0.00,10000000
2020/09,219420,링크제니시스 *,33,소프트웨어,36,12,12,5,5,6,0,414,81,332,330,2,11,12,40,34,0,12,42,32.35,15.13,3.68,2.80,24.43,3165.83,52,60.05,3131,2.10,,,0.00,10000000
2019/09,027740,마니커 ,38,식품,593,-54,-54,-60,-60,-60,0,2042,1061,981,978,,792,-33,-62,142,10,-43,824,-9.10,-10.20,-16.03,-7.74,108.11,11.61,-36,N/A,579,2.25,0,,0.00,168807631
2019/12,027740,마니커 ,38,식품,548,-84,-84,-98,-98,-97,0,1832,950,882,879,,792,-34,102,-128,7,-41,697,-15.39,-17.80,-18.14,-9.30,107.73,-0.58,-58,N/A,521,1.47,0,,0.00,168807631
2020/03,027740,마니커 ,38,식품,461,-109,-109,-154,-154,-153,-1,1943,1216,728,725,2,792,-109,-111,222,1,-110,921,-23.71,-33.42,-38.76,-17.17,167.03,-19.94,-91,N/A,430,1.56,0,,0.00,168807631
